Município,Microrregião,Estado
Planalto Alegre,Chapecó,Santa Catarina
Pinhalzinho,Chapecó,Santa Catarina
Palmitos,Chapecó,Santa Catarina
Paial,Chapecó,Santa Catarina
Nova Itaberaba,Chapecó,Santa Catarina
Nova Erechim,Chapecó,Santa Catarina
Mondaí,Chapecó,Santa Catarina
Modelo,Chapecó,Santa Catarina
Marema,Chapecó,Santa Catarina
Lajeado Grande,Chapecó,Santa Catarina
Jardinópolis,Chapecó,Santa Catarina
Irati,Chapecó,Santa Catarina
Guatambú,Chapecó,Santa Catarina
Formosa do Sul,Chapecó,Santa Catarina
Cunhataí,Chapecó,Santa Catarina
Coronel Freitas,Chapecó,Santa Catarina
Cordilheira Alta,Chapecó,Santa Catarina
Chapecó,Chapecó,Santa Catarina
Caxambu do Sul,Chapecó,Santa Catarina
Caibi,Chapecó,Santa Catarina
Arvoredo,Chapecó,Santa Catarina
Águas Frias,Chapecó,Santa Catarina
Águas de Chapecó,Chapecó,Santa Catarina
Zortéa,Joaçaba - Herval d'Oeste,Santa Catarina
Vargem Bonita,Joaçaba - Herval d'Oeste,Santa Catarina
Vargem,Joaçaba - Herval d'Oeste,Santa Catarina
Treze Tílias,Joaçaba - Herval d'Oeste,Santa Catarina
Ouro,Joaçaba - Herval d'Oeste,Santa Catarina
Luzerna,Joaçaba - Herval d'Oeste,Santa Catarina
Lacerdópolis,Joaçaba - Herval d'Oeste,Santa Catarina
Joaçaba,Joaçaba - Herval d'Oeste,Santa Catarina
Jaborá,Joaçaba - Herval d'Oeste,Santa Catarina
Ibicaré,Joaçaba - Herval d'Oeste,Santa Catarina
Herval d'Oeste,Joaçaba - Herval d'Oeste,Santa Catarina
Erval Velho,Joaçaba - Herval d'Oeste,Santa Catarina
Celso Ramos,Joaçaba - Herval d'Oeste,Santa Catarina
Catanduvas,Joaçaba - Herval d'Oeste,Santa Catarina
Capinzal,Joaçaba - Herval d'Oeste,Santa Catarina
Campos Novos,Joaçaba - Herval d'Oeste,Santa Catarina
Água Doce,Joaçaba - Herval d'Oeste,Santa Catarina
Abdon Batista,Joaçaba - Herval d'Oeste,Santa Catarina
Tunápolis,São Miguel do Oeste,Santa Catarina
São Miguel do Oeste,São Miguel do Oeste,Santa Catarina
São José do Cedro,São Miguel do Oeste,Santa Catarina
São João do Oeste,São Miguel do Oeste,Santa Catarina
Santa Helena,São Miguel do Oeste,Santa Catarina
Romelândia,São Miguel do Oeste,Santa Catarina
Princesa,São Miguel do Oeste,Santa Catarina
Paraíso,São Miguel do Oeste,Santa Catarina
Palma Sola,São Miguel do Oeste,Santa Catarina
Itapiranga,São Miguel do Oeste,Santa Catarina
Iporã do Oeste,São Miguel do Oeste,Santa Catarina
Guarujá do Sul,São Miguel do Oeste,Santa Catarina
Guaraciaba,São Miguel do Oeste,Santa Catarina
Flor do Sertão,São Miguel do Oeste,Santa Catarina
Dionísio Cerqueira,São Miguel do Oeste,Santa Catarina
Descanso,São Miguel do Oeste,Santa Catarina
Belmonte,São Miguel do Oeste,Santa Catarina
Barra Bonita,São Miguel do Oeste,Santa Catarina
Bandeirante,São Miguel do Oeste,Santa Catarina
Anchieta,São Miguel do Oeste,Santa Catarina
Seara,Concórdia,Santa Catarina
Presidente Castello Branco,Concórdia,Santa Catarina
Piratuba,Concórdia,Santa Catarina
Peritiba,Concórdia,Santa Catarina
Lindóia do Sul,Concórdia,Santa Catarina
Itá,Concórdia,Santa Catarina
Irani,Concórdia,Santa Catarina
Ipumirim,Concórdia,Santa Catarina
Ipira,Concórdia,Santa Catarina
Concórdia,Concórdia,Santa Catarina
Arabutã,Concórdia,Santa Catarina
Alto Bela Vista,Concórdia,Santa Catarina
Xavantina,Xanxerê,Santa Catarina
Xanxerê,Xanxerê,Santa Catarina
Vargeão,Xanxerê,Santa Catarina
São Domingos,Xanxerê,Santa Catarina
Ponte Serrada,Xanxerê,Santa Catarina
Passos Maia,Xanxerê,Santa Catarina
Ouro Verde,Xanxerê,Santa Catarina
Ipuaçu,Xanxerê,Santa Catarina
Faxinal dos Guedes,Xanxerê,Santa Catarina
Entre Rios,Xanxerê,Santa Catarina
Coronel Martins,Xanxerê,Santa Catarina
Bom Jesus,Xanxerê,Santa Catarina
Abelardo Luz,Xanxerê,Santa Catarina
Tigrinhos,Maravilha,Santa Catarina
São Miguel da Boa Vista,Maravilha,Santa Catarina
Santa Terezinha do Progresso,Maravilha,Santa Catarina
Saltinho,Maravilha,Santa Catarina
Maravilha,Maravilha,Santa Catarina
Iraceminha,Maravilha,Santa Catarina
Cunha Porã,Maravilha,Santa Catarina
Bom Jesus do Oeste,Maravilha,Santa Catarina
São Lourenço do Oeste,São Lourenço do Oeste,Santa Catarina
São Bernardino,São Lourenço do Oeste,Santa Catarina
Novo Horizonte,São Lourenço do Oeste,Santa Catarina
Jupiá,São Lourenço do Oeste,Santa Catarina
Galvão,São Lourenço do Oeste,Santa Catarina
Campo Erê,São Lourenço do Oeste,Santa Catarina
Timbó Grande,Caçador,Santa Catarina
Matos Costa,Caçador,Santa Catarina
Macieira,Caçador,Santa Catarina
Lebon Régis,Caçador,Santa Catarina
Calmon,Caçador,Santa Catarina
Caçador,Caçador,Santa Catarina
Videira,Videira,Santa Catarina
Tangará,Videira,Santa Catarina
Salto Veloso,Videira,Santa Catarina
Rio das Antas,Videira,Santa Catarina
Pinheiro Preto,Videira,Santa Catarina
Monte Carlo,Videira,Santa Catarina
Iomerê,Videira,Santa Catarina
Ibiam,Videira,Santa Catarina
Fraiburgo,Videira,Santa Catarina
Arroio Trinta,Videira,Santa Catarina
Schroeder,Joinville,Santa Catarina
São João do Itaperiú,Joinville,Santa Catarina
São Francisco do Sul,Joinville,Santa Catarina
Massaranduba,Joinville,Santa Catarina
Joinville,Joinville,Santa Catarina
Jaraguá do Sul,Joinville,Santa Catarina
Itapoá,Joinville,Santa Catarina
Guaramirim,Joinville,Santa Catarina
Garuva,Joinville,Santa Catarina
Corupá,Joinville,Santa Catarina
Balneário Barra do Sul,Joinville,Santa Catarina
Araquari,Joinville,Santa Catarina
Três Barras,Mafra,Santa Catarina
Porto União,Mafra,Santa Catarina
Papanduva,Mafra,Santa Catarina
Monte Castelo,Mafra,Santa Catarina
Major Vieira,Mafra,Santa Catarina
Mafra,Mafra,Santa Catarina
Itaiópolis,Mafra,Santa Catarina
Irineópolis,Mafra,Santa Catarina
Canoinhas,Mafra,Santa Catarina
Bela Vista do Toldo,Mafra,Santa Catarina
São Bento do Sul,São Bento do Sul - Rio Negrinho,Santa Catarina
Rio Negrinho,São Bento do Sul - Rio Negrinho,Santa Catarina
Campo Alegre,São Bento do Sul - Rio Negrinho,Santa Catarina
Timbó,Blumenau,Santa Catarina
Rodeio,Blumenau,Santa Catarina
Rio dos Cedros,Blumenau,Santa Catarina
Pomerode,Blumenau,Santa Catarina
Indaial,Blumenau,Santa Catarina
Ilhota,Blumenau,Santa Catarina
Gaspar,Blumenau,Santa Catarina
Doutor Pedrinho,Blumenau,Santa Catarina
Blumenau,Blumenau,Santa Catarina
Benedito Novo,Blumenau,Santa Catarina
Ascurra,Blumenau,Santa Catarina
Apiúna,Blumenau,Santa Catarina
Tijucas,Itajaí,Santa Catarina
Porto Belo,Itajaí,Santa Catarina
Balneário Piçarras,Itajaí,Santa Catarina
Penha,Itajaí,Santa Catarina
Navegantes,Itajaí,Santa Catarina
Luiz Alves,Itajaí,Santa Catarina
Itapema,Itajaí,Santa Catarina
Itajaí,Itajaí,Santa Catarina
Camboriú,Itajaí,Santa Catarina
Bombinhas,Itajaí,Santa Catarina
Barra Velha,Itajaí,Santa Catarina
Balneário Camboriú,Itajaí,Santa Catarina
São João Batista,Brusque,Santa Catarina
Nova Trento,Brusque,Santa Catarina
Major Gercino,Brusque,Santa Catarina
Guabiruba,Brusque,Santa Catarina
Canelinha,Brusque,Santa Catarina
Brusque,Brusque,Santa Catarina
Botuverá,Brusque,Santa Catarina
Trombudo Central,Rio do Sul,Santa Catarina
Taió,Rio do Sul,Santa Catarina
Santa Terezinha,Rio do Sul,Santa Catarina
Salete,Rio do Sul,Santa Catarina
Rio do Sul,Rio do Sul,Santa Catarina
Rio do Oeste,Rio do Sul,Santa Catarina
Rio do Campo,Rio do Sul,Santa Catarina
Presidente Nereu,Rio do Sul,Santa Catarina
Pouso Redondo,Rio do Sul,Santa Catarina
Mirim Doce,Rio do Sul,Santa Catarina
Lontras,Rio do Sul,Santa Catarina
Laurentino,Rio do Sul,Santa Catarina
Braço do Trombudo,Rio do Sul,Santa Catarina
Aurora,Rio do Sul,Santa Catarina
Atalanta,Rio do Sul,Santa Catarina
Agronômica,Rio do Sul,Santa Catarina
Agrolândia,Rio do Sul,Santa Catarina
Witmarsum,Ibirama - Presidente Getúlio,Santa Catarina
Vitor Meireles,Ibirama - Presidente Getúlio,Santa Catarina
Presidente Getúlio,Ibirama - Presidente Getúlio,Santa Catarina
José Boiteux,Ibirama - Presidente Getúlio,Santa Catarina
Ibirama,Ibirama - Presidente Getúlio,Santa Catarina
Dona Emma,Ibirama - Presidente Getúlio,Santa Catarina
Vidal Ramos,Ituporanga,Santa Catarina
Petrolândia,Ituporanga,Santa Catarina
Leoberto Leal,Ituporanga,Santa Catarina
Ituporanga,Ituporanga,Santa Catarina
Imbuia,Ituporanga,Santa Catarina
Chapadão do Lageado,Ituporanga,Santa Catarina
Viamão,Porto Alegre,Rio Grande do Sul
Tavares,Porto Alegre,Rio Grande do Sul
Sertão Santana,Porto Alegre,Rio Grande do Sul
Sapucaia do Sul,Porto Alegre,Rio Grande do Sul
Santo Antônio da Patrulha,Porto Alegre,Rio Grande do Sul
Porto Alegre,Porto Alegre,Rio Grande do Sul
Palmares do Sul,Porto Alegre,Rio Grande do Sul
Nova Santa Rita,Porto Alegre,Rio Grande do Sul
Mostardas,Porto Alegre,Rio Grande do Sul
Mariana Pimentel,Porto Alegre,Rio Grande do Sul
Guaíba,Porto Alegre,Rio Grande do Sul
Gravataí,Porto Alegre,Rio Grande do Sul
Glorinha,Porto Alegre,Rio Grande do Sul
Esteio,Porto Alegre,Rio Grande do Sul
Eldorado do Sul,Porto Alegre,Rio Grande do Sul
Caraá,Porto Alegre,Rio Grande do Sul
Capivari do Sul,Porto Alegre,Rio Grande do Sul
Canoas,Porto Alegre,Rio Grande do Sul
Cachoeirinha,Porto Alegre,Rio Grande do Sul
Barra do Ribeiro,Porto Alegre,Rio Grande do Sul
Barão do Triunfo,Porto Alegre,Rio Grande do Sul
Arroio dos Ratos,Porto Alegre,Rio Grande do Sul
Alvorada,Porto Alegre,Rio Grande do Sul
Tupandi,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Sapiranga,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
São Vendelino,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
São Sebastião do Caí,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
São Leopoldo,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
São José do Hortêncio,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Santa Maria do Herval,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Presidente Lucena,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Portão,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Novo Hamburgo,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Nova Hartz,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Morro Reuter,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Linha Nova,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Lindolfo Collor,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Ivoti,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Harmonia,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Estância Velha,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Dois Irmãos,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Capela de Santana,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Campo Bom,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Bom Princípio,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Araricá,Novo Hamburgo - São Leopoldo,Rio Grande do Sul
Xangri-lá,Tramandaí - Osório,Rio Grande do Sul
Tramandaí,Tramandaí - Osório,Rio Grande do Sul
Terra de Areia,Tramandaí - Osório,Rio Grande do Sul
Osório,Tramandaí - Osório,Rio Grande do Sul
Maquiné,Tramandaí - Osório,Rio Grande do Sul
Itati,Tramandaí - Osório,Rio Grande do Sul
Imbé,Tramandaí - Osório,Rio Grande do Sul
Cidreira,Tramandaí - Osório,Rio Grande do Sul
Capão da Canoa,Tramandaí - Osório,Rio Grande do Sul
Balneário Pinhal,Tramandaí - Osório,Rio Grande do Sul
Três Coroas,Taquara - Parobé - Igrejinha,Rio Grande do Sul
Taquara,Taquara - Parobé - Igrejinha,Rio Grande do Sul
Rolante,Taquara - Parobé - Igrejinha,Rio Grande do Sul
Riozinho,Taquara - Parobé - Igrejinha,Rio Grande do Sul
Parobé,Taquara - Parobé - Igrejinha,Rio Grande do Sul
Igrejinha,Taquara - Parobé - Igrejinha,Rio Grande do Sul
Tapes,Camaquã,Rio Grande do Sul
Sentinela do Sul,Camaquã,Rio Grande do Sul
Dom Feliciano,Camaquã,Rio Grande do Sul
Cristal,Camaquã,Rio Grande do Sul
Chuvisca,Camaquã,Rio Grande do Sul
Cerro Grande do Sul,Camaquã,Rio Grande do Sul
Camaquã,Camaquã,Rio Grande do Sul
Arambaré,Camaquã,Rio Grande do Sul
Amaral Ferrador,Camaquã,Rio Grande do Sul
Triunfo,Charqueadas - Triunfo - São Jerônimo,Rio Grande do Sul
São Jerônimo,Charqueadas - Triunfo - São Jerônimo,Rio Grande do Sul
Minas do Leão,Charqueadas - Triunfo - São Jerônimo,Rio Grande do Sul
General Câmara,Charqueadas - Triunfo - São Jerônimo,Rio Grande do Sul
Charqueadas,Charqueadas - Triunfo - São Jerônimo,Rio Grande do Sul
Butiá,Charqueadas - Triunfo - São Jerônimo,Rio Grande do Sul
São Pedro da Serra,Montenegro,Rio Grande do Sul
São José do Sul,Montenegro,Rio Grande do Sul
Salvador do Sul,Montenegro,Rio Grande do Sul
Pareci Novo,Montenegro,Rio Grande do Sul
Montenegro,Montenegro,Rio Grande do Sul
Maratá,Montenegro,Rio Grande do Sul
Brochier,Montenegro,Rio Grande do Sul
Três Forquilhas,Torres,Rio Grande do Sul
Três Cachoeiras,Torres,Rio Grande do Sul
Torres,Torres,Rio Grande do Sul
Morrinhos do Sul,Torres,Rio Grande do Sul
Mampituba,Torres,Rio Grande do Sul
Dom Pedro de Alcântara,Torres,Rio Grande do Sul
Arroio do Sal,Torres,Rio Grande do Sul
Turuçu,Pelotas,Rio Grande do Sul
São Lourenço do Sul,Pelotas,Rio Grande do Sul
São José do Norte,Pelotas,Rio Grande do Sul
Santa Vitória do Palmar,Pelotas,Rio Grande do Sul
Rio Grande,Pelotas,Rio Grande do Sul
Piratini,Pelotas,Rio Grande do Sul
Pelotas,Pelotas,Rio Grande do Sul
Pedro Osório,Pelotas,Rio Grande do Sul
Morro Redondo,Pelotas,Rio Grande do Sul
Jaguarão,Pelotas,Rio Grande do Sul
Herval,Pelotas,Rio Grande do Sul
Chuí,Pelotas,Rio Grande do Sul
Cerrito,Pelotas,Rio Grande do Sul
Capão do Leão,Pelotas,Rio Grande do Sul
Canguçu,Pelotas,Rio Grande do Sul
Arroio Grande,Pelotas,Rio Grande do Sul
Arroio do Padre,Pelotas,Rio Grande do Sul
Pinheiro Machado,Bagé,Rio Grande do Sul
Pedras Altas,Bagé,Rio Grande do Sul
Hulha Negra,Bagé,Rio Grande do Sul
Dom Pedrito,Bagé,Rio Grande do Sul
Candiota,Bagé,Rio Grande do Sul
Bagé,Bagé,Rio Grande do Sul
Aceguá,Bagé,Rio Grande do Sul
Toropi,Santa Maria,Rio Grande do Sul
Silveira Martins,Santa Maria,Rio Grande do Sul
São Vicente do Sul,Santa Maria,Rio Grande do Sul
São Sepé,Santa Maria,Rio Grande do Sul
São Pedro do Sul,Santa Maria,Rio Grande do Sul
São Martinho da Serra,Santa Maria,Rio Grande do Sul
São João do Polêsine,Santa Maria,Rio Grande do Sul
São Francisco de Assis,Santa Maria,Rio Grande do Sul
Santa Maria,Santa Maria,Rio Grande do Sul
Restinga Seca,Santa Maria,Rio Grande do Sul
Quevedos,Santa Maria,Rio Grande do Sul
Pinhal Grande,Santa Maria,Rio Grande do Sul
Nova Palma,Santa Maria,Rio Grande do Sul
Mata,Santa Maria,Rio Grande do Sul
Júlio de Castilhos,Santa Maria,Rio Grande do Sul
Jari,Santa Maria,Rio Grande do Sul
Jaguari,Santa Maria,Rio Grande do Sul
Ivorá,Santa Maria,Rio Grande do Sul
Itaara,Santa Maria,Rio Grande do Sul
Formigueiro,Santa Maria,Rio Grande do Sul
Faxinal do Soturno,Santa Maria,Rio Grande do Sul
Dona Francisca,Santa Maria,Rio Grande do Sul
Dilermando de Aguiar,Santa Maria,Rio Grande do Sul
Cacequi,Santa Maria,Rio Grande do Sul
Agudo,Santa Maria,Rio Grande do Sul
Vila Nova do Sul,São Gabriel - Caçapava do Sul,Rio Grande do Sul
São Gabriel,São Gabriel - Caçapava do Sul,Rio Grande do Sul
Santana da Boa Vista,São Gabriel - Caçapava do Sul,Rio Grande do Sul
Santa Margarida do Sul,São Gabriel - Caçapava do Sul,Rio Grande do Sul
Lavras do Sul,São Gabriel - Caçapava do Sul,Rio Grande do Sul
Caçapava do Sul,São Gabriel - Caçapava do Sul,Rio Grande do Sul
Paraíso do Sul,Cachoeira do Sul,Rio Grande do Sul
Novo Cabrais,Cachoeira do Sul,Rio Grande do Sul
Cerro Branco,Cachoeira do Sul,Rio Grande do Sul
Cachoeira do Sul,Cachoeira do Sul,Rio Grande do Sul
Unistalda,Santiago,Rio Grande do Sul
Santiago,Santiago,Rio Grande do Sul
Nova Esperança do Sul,Santiago,Rio Grande do Sul
Itacurubi,Santiago,Rio Grande do Sul
Capão do Cipó,Santiago,Rio Grande do Sul
Uruguaiana,Uruguaiana,Rio Grande do Sul
Manoel Viana,Uruguaiana,Rio Grande do Sul
Barra do Quaraí,Uruguaiana,Rio Grande do Sul
Alegrete,Uruguaiana,Rio Grande do Sul
Sant'Ana do Livramento,Santana do Livramento,Rio Grande do Sul
Rosário do Sul,Santana do Livramento,Rio Grande do Sul
Quaraí,Santana do Livramento,Rio Grande do Sul
São Borja,São Borja,Rio Grande do Sul
Maçambará,São Borja,Rio Grande do Sul
Itaqui,São Borja,Rio Grande do Sul
São Valério do Sul,Ijuí,Rio Grande do Sul
Santo Augusto,Ijuí,Rio Grande do Sul
Pejuçara,Ijuí,Rio Grande do Sul
Panambi,Ijuí,Rio Grande do Sul
Nova Ramada,Ijuí,Rio Grande do Sul
Jóia,Ijuí,Rio Grande do Sul
Inhacorá,Ijuí,Rio Grande do Sul
Ijuí,Ijuí,Rio Grande do Sul
Coronel Bicaco,Ijuí,Rio Grande do Sul
Coronel Barros,Ijuí,Rio Grande do Sul
Condor,Ijuí,Rio Grande do Sul
Chiapetta,Ijuí,Rio Grande do Sul
Catuípe,Ijuí,Rio Grande do Sul
Bozano,Ijuí,Rio Grande do Sul
Augusto Pestana,Ijuí,Rio Grande do Sul
Ajuricaba,Ijuí,Rio Grande do Sul
Tuparendi,Santa Rosa,Rio Grande do Sul
Tucunduva,Santa Rosa,Rio Grande do Sul
Senador Salgado Filho,Santa Rosa,Rio Grande do Sul
Santo Cristo,Santa Rosa,Rio Grande do Sul
Santa Rosa,Santa Rosa,Rio Grande do Sul
Porto Vera Cruz,Santa Rosa,Rio Grande do Sul
Porto Mauá,Santa Rosa,Rio Grande do Sul
Porto Lucena,Santa Rosa,Rio Grande do Sul
Novo Machado,Santa Rosa,Rio Grande do Sul
Cândido Godói,Santa Rosa,Rio Grande do Sul
Campina das Missões,Santa Rosa,Rio Grande do Sul
Alecrim,Santa Rosa,Rio Grande do Sul
Vitória das Missões,Santo Ângelo,Rio Grande do Sul
Sete de Setembro,Santo Ângelo,Rio Grande do Sul
São Miguel das Missões,Santo Ângelo,Rio Grande do Sul
Santo Ângelo,Santo Ângelo,Rio Grande do Sul
Guarani das Missões,Santo Ângelo,Rio Grande do Sul
Giruá,Santo Ângelo,Rio Grande do Sul
Eugênio de Castro,Santo Ângelo,Rio Grande do Sul
Entre-Ijuís,Santo Ângelo,Rio Grande do Sul
Vista Gaúcha,Três Passos,Rio Grande do Sul
Três Passos,Três Passos,Rio Grande do Sul
Tiradentes do Sul,Três Passos,Rio Grande do Sul
Tenente Portela,Três Passos,Rio Grande do Sul
Sede Nova,Três Passos,Rio Grande do Sul
São Martinho,Três Passos,Rio Grande do Sul
Redentora,Três Passos,Rio Grande do Sul
Miraguaí,Três Passos,Rio Grande do Sul
Humaitá,Três Passos,Rio Grande do Sul
Esperança do Sul,Três Passos,Rio Grande do Sul
Derrubadas,Três Passos,Rio Grande do Sul
Crissiumal,Três Passos,Rio Grande do Sul
Campo Novo,Três Passos,Rio Grande do Sul
Braga,Três Passos,Rio Grande do Sul
Bom Progresso,Três Passos,Rio Grande do Sul
Barra do Guarita,Três Passos,Rio Grande do Sul
São Nicolau,São Luiz Gonzaga,Rio Grande do Sul
São Luiz Gonzaga,São Luiz Gonzaga,Rio Grande do Sul
Santo Antônio das Missões,São Luiz Gonzaga,Rio Grande do Sul
Rolador,São Luiz Gonzaga,Rio Grande do Sul
Pirapó,São Luiz Gonzaga,Rio Grande do Sul
Garruchos,São Luiz Gonzaga,Rio Grande do Sul
Dezesseis de Novembro,São Luiz Gonzaga,Rio Grande do Sul
Caibaté,São Luiz Gonzaga,Rio Grande do Sul
Bossoroca,São Luiz Gonzaga,Rio Grande do Sul
Três de Maio,Três de Maio,Rio Grande do Sul
São José do Inhacorá,Três de Maio,Rio Grande do Sul
Nova Candelária,Três de Maio,Rio Grande do Sul
Independência,Três de Maio,Rio Grande do Sul
Horizontina,Três de Maio,Rio Grande do Sul
Doutor Maurício Cardoso,Três de Maio,Rio Grande do Sul
Boa Vista do Buricá,Três de Maio,Rio Grande do Sul
Alegria,Três de Maio,Rio Grande do Sul
Ubiretama,Cerro Largo,Rio Grande do Sul
São Pedro do Butiá,Cerro Largo,Rio Grande do Sul
São Paulo das Missões,Cerro Largo,Rio Grande do Sul
Salvador das Missões,Cerro Largo,Rio Grande do Sul
Roque Gonzales,Cerro Largo,Rio Grande do Sul
Porto Xavier,Cerro Largo,Rio Grande do Sul
Mato Queimado,Cerro Largo,Rio Grande do Sul
Cerro Largo,Cerro Largo,Rio Grande do Sul
Victor Graeff,Passo Fundo,Rio Grande do Sul
Três Palmeiras,Passo Fundo,Rio Grande do Sul
Tio Hugo,Passo Fundo,Rio Grande do Sul
Tapera,Passo Fundo,Rio Grande do Sul
Sertão,Passo Fundo,Rio Grande do Sul
Ronda Alta,Passo Fundo,Rio Grande do Sul
Pontão,Passo Fundo,Rio Grande do Sul
Passo Fundo,Passo Fundo,Rio Grande do Sul
Nicolau Vergueiro,Passo Fundo,Rio Grande do Sul
Mato Castelhano,Passo Fundo,Rio Grande do Sul
Lagoa dos Três Cantos,Passo Fundo,Rio Grande do Sul
Espumoso,Passo Fundo,Rio Grande do Sul
Ernestina,Passo Fundo,Rio Grande do Sul
Coxilha,Passo Fundo,Rio Grande do Sul
Campos Borges,Passo Fundo,Rio Grande do Sul
Alto Alegre,Passo Fundo,Rio Grande do Sul
Viadutos,Erechim,Rio Grande do Sul
Três Arroios,Erechim,Rio Grande do Sul
Severiano de Almeida,Erechim,Rio Grande do Sul
São Valentim,Erechim,Rio Grande do Sul
Quatro Irmãos,Erechim,Rio Grande do Sul
Ponte Preta,Erechim,Rio Grande do Sul
Paulo Bento,Erechim,Rio Grande do Sul
Mariano Moro,Erechim,Rio Grande do Sul
Marcelino Ramos,Erechim,Rio Grande do Sul
Jacutinga,Erechim,Rio Grande do Sul
Itatiba do Sul,Erechim,Rio Grande do Sul
Ipiranga do Sul,Erechim,Rio Grande do Sul
Getúlio Vargas,Erechim,Rio Grande do Sul
Gaurama,Erechim,Rio Grande do Sul
Floriano Peixoto,Erechim,Rio Grande do Sul
Faxinalzinho,Erechim,Rio Grande do Sul
Estação,Erechim,Rio Grande do Sul
Erval Grande,Erechim,Rio Grande do Sul
Erechim,Erechim,Rio Grande do Sul
Erebango,Erechim,Rio Grande do Sul
Entre Rios do Sul,Erechim,Rio Grande do Sul
Cruzaltense,Erechim,Rio Grande do Sul
Centenário,Erechim,Rio Grande do Sul
Carlos Gomes,Erechim,Rio Grande do Sul
Campinas do Sul,Erechim,Rio Grande do Sul
Benjamin Constant do Sul,Erechim,Rio Grande do Sul
Barra do Rio Azul,Erechim,Rio Grande do Sul
Barão de Cotegipe,Erechim,Rio Grande do Sul
Áurea,Erechim,Rio Grande do Sul
Aratiba,Erechim,Rio Grande do Sul
Tupanciretã,Cruz Alta,Rio Grande do Sul
Selbach,Cruz Alta,Rio Grande do Sul
Santa Bárbara do Sul,Cruz Alta,Rio Grande do Sul
Salto do Jacuí,Cruz Alta,Rio Grande do Sul
Quinze de Novembro,Cruz Alta,Rio Grande do Sul
Jacuizinho,Cruz Alta,Rio Grande do Sul
Ibirubá,Cruz Alta,Rio Grande do Sul
Fortaleza dos Valos,Cruz Alta,Rio Grande do Sul
Cruz Alta,Cruz Alta,Rio Grande do Sul
Boa Vista do Incra,Cruz Alta,Rio Grande do Sul
Boa Vista do Cadeado,Cruz Alta,Rio Grande do Sul
Sarandi,Carazinho,Rio Grande do Sul
Santo Antônio do Planalto,Carazinho,Rio Grande do Sul
Saldanha Marinho,Carazinho,Rio Grande do Sul
Rondinha,Carazinho,Rio Grande do Sul
Novo Xingu,Carazinho,Rio Grande do Sul
Nova Boa Vista,Carazinho,Rio Grande do Sul
Não-Me-Toque,Carazinho,Rio Grande do Sul
Engenho Velho,Carazinho,Rio Grande do Sul
Coqueiros do Sul,Carazinho,Rio Grande do Sul
Constantina,Carazinho,Rio Grande do Sul
Colorado,Carazinho,Rio Grande do Sul
Chapada,Carazinho,Rio Grande do Sul
Carazinho,Carazinho,Rio Grande do Sul
Barra Funda,Carazinho,Rio Grande do Sul
Almirante Tamandaré do Sul,Carazinho,Rio Grande do Sul
Vista Alegre,Frederico Westphalen,Rio Grande do Sul
Vicente Dutra,Frederico Westphalen,Rio Grande do Sul
Taquaruçu do Sul,Frederico Westphalen,Rio Grande do Sul
Seberi,Frederico Westphalen,Rio Grande do Sul
Rodeio Bonito,Frederico Westphalen,Rio Grande do Sul
Pinheirinho do Vale,Frederico Westphalen,Rio Grande do Sul
Pinhal,Frederico Westphalen,Rio Grande do Sul
Palmitinho,Frederico Westphalen,Rio Grande do Sul
Novo Tiradentes,Frederico Westphalen,Rio Grande do Sul
Liberato Salzano,Frederico Westphalen,Rio Grande do Sul
Jaboticaba,Frederico Westphalen,Rio Grande do Sul
Iraí,Frederico Westphalen,Rio Grande do Sul
Frederico Westphalen,Frederico Westphalen,Rio Grande do Sul
Erval Seco,Frederico Westphalen,Rio Grande do Sul
Cristal do Sul,Frederico Westphalen,Rio Grande do Sul
Caiçara,Frederico Westphalen,Rio Grande do Sul
Boa Vista das Missões,Frederico Westphalen,Rio Grande do Sul
Ametista do Sul,Frederico Westphalen,Rio Grande do Sul
Vila Maria,Marau,Rio Grande do Sul
Vanini,Marau,Rio Grande do Sul
São Domingos do Sul,Marau,Rio Grande do Sul
Santo Antônio do Palma,Marau,Rio Grande do Sul
Nova Alvorada,Marau,Rio Grande do Sul
Muliterno,Marau,Rio Grande do Sul
Marau,Marau,Rio Grande do Sul
Gentil,Marau,Rio Grande do Sul
